level_0,molregno,stand_type,pchembl_value,stand_value,canonical_smiles,stand_inchi,chembl_id,tid,pref_name,index,scaffolds_murcko,scaffolds_generic,scaffolds_csk
57,2204661,IC50,8.195,3.7,Cc1c(C(=O)Nc2ccc(S(C)(=O)=O)cc2)cc(CCO)n1-c1ccc(Cl)cc1C(F)(F)F,GUKPXCNCKVJPOE-UHFFFAOYSA-N,CHEMBL4064750,48,Mineralocorticoid receptor ,1,O=C(Nc1ccccc1)c1ccn(-c2ccccc2)c1,CCCC1CC(C(C)CC2CCC(C(C)(C)C)CC2)C(C)C1C1CCC(C)CC1C(C)(C)C,C1CCC(CCC2CCC(C3CCCCC3)C2)CC1
58,1976404,IC50,7.625,44.0,NC(=O)Nc1cc(CC(c2ccccc2)c2ccccc2)ccn1,MTJXSISNDQBYJC-UHFFFAOYSA-N,CHEMBL3643673,48,Mineralocorticoid receptor ,1,c1ccc(C(Cc2ccncc2)c2ccccc2)cc1,CC(C)CC1CCCC(CC(C2CCCCC2)C2CCCCC2)C1,C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1
59,2074427,IC50,7.64,23.0,O=c1[nH]c2cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc2n1[C@@H]1C[C@@H]2COCCN2C1,CZHIJMGMBQCQDA-ISGJEAITSA-N,CHEMBL3775798,48,Mineralocorticoid receptor ,1,O=c1[nH]c2cc(C=C3c4ccccc4COc4ccccc43)ccc2n1C1CC2COCCN2C1,CC1CCC2C(CCC3CCCCC3C2CC2CCC3C(C2)CC(C)C3C2CC3CCCCC3C2)C1,C1CCC2CC(C3CCC4CC(CC5C6CCCCC6CCC6CCCCC65)CCC43)CC2C1
60,1607824,IC50,7.1,80.0,Cc1cc(C)c(S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(F)(F)F)c(C)c1,RBUVZQPMAIWWCG-UHFFFAOYSA-N,CHEMBL3093443,48,Mineralocorticoid receptor ,1,O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccccc1,CC1CC(C)C(C(C)(C)CC(CC2CCC3CCCCC32)C(C)(C)C)C(C)C1,C1CCC(CCCCC2CCC3CCCCC23)CC1
61,12825,IC50,7.685,14.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N,CHEMBL103,48,Mineralocorticoid receptor ,1,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,CC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)C)CCC32)C1,C1CCC2C(C1)CCC1C3CCCC3CCC21
62,2206892,IC50,7.72,19.0,CC1=C(C(=O)OC(C)C)C(c2cccc3c(=O)cc(C)oc23)C(C(=O)C(F)(F)F)=C(C)N1,BWKNNRXAIUONKR-UHFFFAOYSA-N,CHEMBL4066981,48,Mineralocorticoid receptor ,1,O=c1ccoc2c(C3C=CNC=C3)cccc12,CC(C)CC(C)C1C(C)CC(C)C(C(C)C(C)(C)C)C1C1CCCC2C(C)CC(C)CC21,C1CCC(C2CCCC3CCCCC32)CC1
63,2120321,IC50,7.7,40.0,CNC(=O)CC1COc2cc(Br)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,POJKNBHEJAUGMR-UHFFFAOYSA-N,CHEMBL3910950,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(C(=O)N3CCOc4ccccc43)cc2N1,CCC(C)CC1CCC2CC(C)CCC2C1C(C)C1CCC2CCC(C)CC2C1,C1CCC2CC(CC3CCCC4CCCCC43)CCC2C1
64,687059,IC50,7.89,13.0,N#Cc1ccc(N2N=C(c3ccc(C(=O)O)c(OCCCO)c3)C[C@@H]2C2CCCC2)cc1Cl,GSUWQWXASSCRRA-HSZRJFAPSA-N,CHEMBL1215198,48,Mineralocorticoid receptor ,1,c1ccc(C2=NN(c3ccccc3)C(C3CCCC3)C2)cc1,CCCCCC1CC(C2CC(C3CCCC3)C(C3CCC(CC)C(C)C3)C2)CCC1C(C)C,C1CCC(C2CC(C3CCCCC3)C(C3CCCC3)C2)CC1
65,1748747,IC50,8.03,9.4,COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(=O)N(C)C,IUNQMQGEALWGST-OAQYLSRUSA-N,CHEMBL3263765,48,Mineralocorticoid receptor ,1,c1ccc(C2=NN(c3ccccn3)C(C3CCCC3)C2)nc1,CCC1CCC(C2CC(C3CCC(C(C)C(C)C)C(CC)C3)CC2C2CCCC2)CC1C,C1CCC(C2CC(C3CCCCC3)C(C3CCCC3)C2)CC1
66,326945,IC50,8.145,41.0,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC(C)(C)c3cc(F)ccc3O)C(F)(F)F)cc12,NLPNUYHHRWOSGM-UHFFFAOYSA-N,CHEMBL196374,48,Mineralocorticoid receptor ,1,O=C(CCCc1ccccc1)Nc1ccc2c(=O)oncc2c1,CC1CCC(C)C(C(C)(C)CC(C)(C(C)CC2CCC3C(C)CCC(C)C3C2)C(C)(C)C)C1,C1CCC(CCCCCC2CCC3CCCCC3C2)CC1
67,1748749,IC50,8.39,4.1,COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(=O)NS(C)(=O)=O,ITUJADZBZLVYSO-HXUWFJFHSA-N,CHEMBL3263767,48,Mineralocorticoid receptor ,1,c1ccc(C2=NN(c3ccccn3)C(C3CCCC3)C2)nc1,CCC1CCC(C2CC(C3CCC(C(C)CC(C)(C)C)C(CC)C3)CC2C2CCCC2)CC1C,C1CCC(C2CC(C3CCCCC3)C(C3CCCC3)C2)CC1
68,2204504,IC50,7.49,19.0,C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2cccc(F)c2)CO1,WDCXFCOVWKKBNE-RISCZKNCSA-N,CHEMBL4064593,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1,CC1CCC2CCC(C3CC(C)CCC3C3CCCC(C)C3)CC2C1,C1CCC(C2CCCCC2C2CCC3CCCCC3C2)CC1
69,1442762,IC50,8.325,2.4,Cc1c(C(=O)Nc2ccc(S(C)(=O)=O)cc2)cn(CCO)c1-c1ccccc1C(F)(F)F,NOSNHVJANRODGR-UHFFFAOYSA-N,CHEMBL2181932,48,Mineralocorticoid receptor ,1,O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1,CCCC1CC(C(C)CC2CCC(C(C)(C)C)CC2)C(C)C1C1CCCCC1C(C)(C)C,C1CCC(CCC2CCC(C3CCCCC3)C2)CC1
70,2513204,IC50,7.01,97.0,CC[C@](C(=O)NCC(F)(F)F)(c1ccc(Cl)cc1)n1ccc2c(NS(C)(=O)=O)cccc21,PEWCSAAVALPVLA-HXUWFJFHSA-N,CHEMBL4776613,48,Mineralocorticoid receptor ,1,c1ccc(Cn2ccc3ccccc32)cc1,CCC(C(C)CCC(C)(C)C)(C1CCC(C)CC1)C1CCC2C(CC(C)(C)C)CCCC21,C1CCC(CC2CCC3CCCCC32)CC1
71,687418,IC50,8.05,9.0,COC(=O)C1=C(Cn2ccnc2)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,VKOYHMBQGJRYAN-UHFFFAOYSA-N,CHEMBL1215552,48,Mineralocorticoid receptor ,1,C1=CC(c2ccccc2)C=C(Cn2ccnc2)N1,CCC(C)C1C(CC2CCCC2)CC(C)C(CC)C1C1CCC(C)CC1C,C1CCC(C2CCCC(CC3CCCC3)C2)CC1
72,686987,IC50,7.8,16.0,N#Cc1ccc(N2N=C(c3ccc(C(=O)O)cc3)C[C@@H]2C2CCCC2)cc1Cl,UQDSHTUMDVKJES-OAQYLSRUSA-N,CHEMBL1215127,48,Mineralocorticoid receptor ,1,c1ccc(C2=NN(c3ccccc3)C(C3CCCC3)C2)cc1,CCC1CCC(C2CC(C3CCC(C(C)C)CC3)CC2C2CCCC2)CC1C,C1CCC(C2CC(C3CCCCC3)C(C3CCCC3)C2)CC1
73,2074424,IC50,7.36,44.0,C[N+]1([O-])CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,SPOXLGWYPOBCPZ-OEAKJJBVSA-N,CHEMBL3774852,48,Mineralocorticoid receptor ,1,O=C1Nc2cc(C=C3c4ccccc4COc4ccccc43)ccc2C12CC[NH2+]CC2,CC1CCC2C(CCC3CCCCC3C2CC2CCC3C(C2)CC(C)C32CCC(C)(C)CC2)C1,C1CCC2(CC1)CCC1CC(CC3C4CCCCC4CCC4CCCCC43)CCC12
74,365281,IC50,7.44,33.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N,CHEMBL384467,48,Mineralocorticoid receptor ,1,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,CCC(C)C1(C)C(C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C,C1CCC2C(C1)CCC1C3CCCC3CCC21
75,2209379,IC50,7.27,53.9,C[C@@H]1CN(c2cc3c(cn2)OCC(=O)N3)[C@H](c2ccccc2F)CO1,BIWXPKQNQLRCJF-ABAIWWIYSA-N,CHEMBL4069468,48,Mineralocorticoid receptor ,1,O=C1COc2cnc(N3CCOCC3c3ccccc3)cc2N1,CC1CCC2CCC(C3CC(C)CCC3C3CCCCC3C)CC2C1,C1CCC(C2CCCCC2C2CCC3CCCCC3C2)CC1
76,2384305,IC50,7.0,100.0,CNC(=O)C[C@H]1COc2cc(C)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,IJTNKDPWHRABRX-AWEZNQCLSA-N,CHEMBL4483495,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(C(=O)N3CCOc4ccccc43)cc2N1,CCC(C)CC1CCC2CC(C)CCC2C1C(C)C1CCC2CCC(C)CC2C1,C1CCC2CC(CC3CCCC4CCCCC43)CCC2C1
77,1572073,IC50,7.27,54.0,COc1cc(CNC(=O)[C@@]2(Cc3ccccc3)OC(=O)N([C@H](C)c3ccccc3)C2=O)cc(OC)c1,UOOMYPHRFLZIRW-WHLCRQNOSA-N,CHEMBL2407668,48,Mineralocorticoid receptor ,1,O=C1OC(Cc2ccccc2)(C(=O)NCc2ccccc2)C(=O)N1Cc1ccccc1,CCC1CC(CC)CC(CCC(C)C2(CC3CCCCC3)CC(C)C(C(C)C3CCCCC3)C2C)C1,C1CCC(CCCC2(CC3CCCCC3)CCC(CC3CCCCC3)C2)CC1
78,626457,IC50,7.23,59.0,CC1=C(C#N)C(c2ccc(F)cc2Cl)C(C(=O)OC(C)(C)C)=C(C)N1,MPFVEJCVRPLSQN-UHFFFAOYSA-N,CHEMBL1094114,48,Mineralocorticoid receptor ,1,C1=CC(c2ccccc2)C=CN1,CCC1C(C)CC(C)C(C(C)CC(C)(C)C)C1C1CCC(C)CC1C,C1CCC(C2CCCCC2)CC1
79,2370249,IC50,9.1,0.7943,CC(C)Cc1cc2c(cc1F)OC[C@H](CS(N)(=O)=O)N2C(=O)c1ccc2c(c1)NC(=O)CO2,NREZDYQUMMSPNC-OAHLLOKOSA-N,CHEMBL4463240,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(C(=O)N3CCOc4ccccc43)cc2N1,CC(C)CC1CC2C(CCC(CC(C)(C)C)C2C(C)C2CCC3CCC(C)CC3C2)CC1C,C1CCC2CC(CC3CCCC4CCCCC43)CCC2C1
80,2236812,IC50,7.58,26.0,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C#N)=C(C)N2,YWJJBRLFZBLSNJ-GOSISDBHSA-N,CHEMBL4096901,48,Mineralocorticoid receptor ,1,C1=CC(c2ccccc2)c2cnccc2N1,CCCC1CCC(C)C2CC(C)C(CC)C(C3CCC(CC)CC3CC)C12,C1CCC(C2CCCC3CCCCC32)CC1
81,2511502,IC50,7.48,33.0,CC[C@@](c1ccc(Cl)cc1)(c1noc(C2CC2)n1)n1ccc2c(NS(C)(=O)=O)cccc21,XXLIRTQCLXDYEP-HSZRJFAPSA-N,CHEMBL4764165,48,Mineralocorticoid receptor ,1,c1ccc(C(c2noc(C3CC3)n2)n2ccc3ccccc32)cc1,CCC(C1CCC(C)CC1)(C1CCC(C2CC2)C1)C1CCC2C(CC(C)(C)C)CCCC21,C1CCC(C(C2CCC(C3CC3)C2)C2CCC3CCCCC32)CC1
82,1792324,IC50,7.42,38.0,Cc1nn(CC(F)(F)CCO)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,PEKALRYAPXRXBV-UHFFFAOYSA-N,CHEMBL3337830,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(-c3cn[nH]c3-c3ccccc3)cc2N1,CCCC(C)(C)CC1CC(C)C(C2CCC3CCC(C)CC3C2)C1C1CCC(C)CC1,C1CCC(C2CCCC2C2CCC3CCCCC3C2)CC1
83,704463,IC50,7.32,48.0,COc1ccc(F)cc1C(C)(C)CC(O)(Cn1ccc2ncccc21)C(F)(F)F,QFWHAFOCMOQSHC-UHFFFAOYSA-N,CHEMBL1254994,48,Mineralocorticoid receptor ,1,c1ccc(CCCCn2ccc3ncccc32)cc1,CCC1CCC(C)CC1C(C)(C)CC(C)(CC1CCC2CCCCC21)C(C)(C)C,C1CCC(CCCCC2CCC3CCCCC23)CC1
84,2025574,IC50,7.18,66.0,CC[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@]21C=CCO1,ZBEYROVUYHADKP-ZCPXKWAGSA-N,CHEMBL3692352,48,Mineralocorticoid receptor ,1,O=C1C=C2C=CC3C(CCC4C3CCC43C=CCO3)C2CC1,CCC12CCC3C4CCC(C)CC4CCC3C1CCC21CCCC1,C1CCC2C(C1)CCC1C2CCC2C1CCC21CCCC1
85,1748740,IC50,7.25,55.9,COc1nc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,XPEDSWFHLZUGLG-HXUWFJFHSA-N,CHEMBL3263758,48,Mineralocorticoid receptor ,1,c1ccc(N2N=C(c3ccccn3)CC2C2CCCC2)cc1,CCC1CCC(C2CC(C3CCC(C(C)C)C(CC)C3)CC2C2CCCC2)CC1C,C1CCC(C2CC(C3CCCCC3)C(C3CCCC3)C2)CC1
86,1748733,IC50,7.97,10.7,CCOc1cc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,SYEBWDBFEZMPGA-HSZRJFAPSA-N,CHEMBL3263751,48,Mineralocorticoid receptor ,1,c1ccc(C2=NN(c3ccccc3)C(C3CCCC3)C2)cc1,CCCC1CC(C2CC(C3CCCC3)C(C3CCC(CC)C(C)C3)C2)CCC1C(C)C,C1CCC(C2CC(C3CCCCC3)C(C3CCCC3)C2)CC1
87,2240449,IC50,7.13,56.0,N#CC[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,IQLFUXYOBMCCDH-CABCVRRESA-N,CHEMBL4100538,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1,CCCC1CCC(C2CCCCC2)C(C2CCC3CCC(C)CC3C2)C1,C1CCC(C2CCCCC2C2CCC3CCCCC3C2)CC1
88,2369119,IC50,7.0,100.0,CNC(=O)C[C@H]1COc2ccc(Cl)cc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,NKLKXXWOFGFVKN-ZDUSSCGKSA-N,CHEMBL4462110,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(C(=O)N3CCOc4ccccc43)cc2N1,CCC(C)CC1CCC2CCC(C)CC2C1C(C)C1CCC2CCC(C)CC2C1,C1CCC2CC(CC3CCCC4CCCCC43)CCC2C1
89,2203477,IC50,7.26,55.0,C[C@@H]1CN(c2ccc3c(c2)NC(=O)CO3)[C@H](c2cccc(F)c2)CO1,CEEUUCMHBFYGQS-PXAZEXFGSA-N,CHEMBL4063566,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(N3CCOCC3c3ccccc3)cc2N1,CC1CCC2CCC(C3CC(C)CCC3C3CCCC(C)C3)CC2C1,C1CCC(C2CCCCC2C2CCC3CCCCC3C2)CC1
90,1976386,IC50,7.42,38.0,Cc1cc(F)ccc1-n1nccc1-c1ccnc(NC(N)=O)c1,RZOMQUZUPLZXHC-UHFFFAOYSA-N,CHEMBL3643656,48,Mineralocorticoid receptor ,1,c1ccc(-n2nccc2-c2ccncc2)cc1,CC(C)CC1CCCC(C2CCCC2C2CCC(C)CC2C)C1,C1CCC(C2CCCC2C2CCCCC2)CC1
91,326929,IC50,7.52,30.0,CC(C)(CC(O)(C(=O)Nc1ccc2c(c1)COC2=O)C(F)(F)F)c1cc(F)ccc1O,WUXTURZHMMFRPK-UHFFFAOYSA-N,CHEMBL194745,48,Mineralocorticoid receptor ,1,O=C(CCCc1ccccc1)Nc1ccc2c(c1)COC2=O,CC1CCC(C)C(C(C)(C)CC(C)(C(C)CC2CCC3C(C)CCC3C2)C(C)(C)C)C1,C1CCC(CCCCCC2CCC3CCCC3C2)CC1
92,687352,IC50,8.15,7.0,COc1cc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)ccc1C#N,DIXPGEVTBJXMRW-URXFXBBRSA-N,CHEMBL1215487,48,Mineralocorticoid receptor ,1,c1ccc(N2N=C3c4ccccc4CCC3C2C2CCCC2)cc1,CCC1CCC(C2CC3C4CCC(C(C)C)CC4CCC3C2C2CCCC2)CC1CC,C1CCC(C2CC3C4CCCCC4CCC3C2C2CCCC2)CC1
93,687271,IC50,7.68,21.0,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCC2)cc1Cl,CRYDENMXDBTLTA-UGKGYDQZSA-N,CHEMBL1215408,48,Mineralocorticoid receptor ,1,c1ccc(N2N=C3c4ccccc4CCC3C2C2CCC2)cc1,CCC1CCC(C2CC3C4CCC(C(C)C)CC4CCC3C2C2CCC2)CC1C,C1CCC(C2CC3C4CCCCC4CCC3C2C2CCC2)CC1
94,687422,IC50,7.19,65.0,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CO[C@@H]3[C@@H]2C2CCCC2)cc1Cl,LBEKTJBRSKFIBJ-VXKWHMMOSA-N,CHEMBL1215556,48,Mineralocorticoid receptor ,1,c1ccc(N2N=C3c4ccccc4COC3C2C2CCCC2)cc1,CCC1CCC(C2CC3C4CCC(C(C)C)CC4CCC3C2C2CCCC2)CC1C,C1CCC(C2CC3C4CCCCC4CCC3C2C2CCCC2)CC1
95,1976416,IC50,7.12,76.0,NC(=O)Nc1cc(CCc2ccccc2F)ccn1,VSSKWKPOZYFECO-UHFFFAOYSA-N,CHEMBL3643685,48,Mineralocorticoid receptor ,1,c1ccc(CCc2ccncc2)cc1,CC(C)CC1CCCC(CCC2CCCCC2C)C1,C1CCC(CCC2CCCCC2)CC1
96,687269,IC50,7.19,64.0,CCCC1=C(C(=O)OC)C(c2ccccc2Cl)C(C#N)=C(C)N1,RNQOQGINTAOCKX-UHFFFAOYSA-N,CHEMBL1215406,48,Mineralocorticoid receptor ,1,C1=CC(c2ccccc2)C=CN1,CCCC1CC(C)C(CC)C(C2CCCCC2C)C1C(C)CC,C1CCC(C2CCCCC2)CC1
97,1578077,IC50,7.03,94.0,CC1NC(=O)C(c2ccc(F)cc2)=C1c1ccc2c(c1)NC(=O)CO2,KSSVQFNXQVUTNB-UHFFFAOYSA-N,CHEMBL2419298,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(C3=C(c4ccccc4)C(=O)NC3)cc2N1,CC1CCC(C2C(C)CC(C)C2C2CCC3CCC(C)CC3C2)CC1,C1CCC(C2CCCC2C2CCC3CCCCC3C2)CC1
98,1603477,IC50,7.35,45.0,COc1ccc(C#N)cc1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,KGDQHXQPIXGHBQ-UHFFFAOYSA-N,CHEMBL3086014,48,Mineralocorticoid receptor ,1,O=S(=O)(NCc1ccc(-c2ccccc2)cc1)c1cnoc1,CCC1CCC(CC)C(C2CCC(CCC(C)(C)C3C(C)CCC3C)CC2)C1,C1CCC(C2CCC(CCCC3CCCC3)CC2)CC1
99,1748734,IC50,8.545,1.8,COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,OHAGKIGZLGETKX-OAQYLSRUSA-N,CHEMBL3263752,48,Mineralocorticoid receptor ,1,c1ccc(N2N=C(c3ccccn3)CC2C2CCCC2)cc1,CCC1CCC(C2CC(C3CCC(C(C)C)C(CC)C3)CC2C2CCCC2)CC1C,C1CCC(C2CC(C3CCCCC3)C(C3CCCC3)C2)CC1
100,2226020,IC50,7.685,13.0,C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2F)CO1,NUFZUKVHWKUABG-RISCZKNCSA-N,CHEMBL4086109,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1,CC1CCC2CCC(C3CC(C)CCC3C3CCCCC3C)CC2C1,C1CCC(C2CCCCC2C2CCC3CCCCC3C2)CC1
101,1792323,IC50,7.22,51.0,Cc1nn(CC(F)(F)CO)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,YPCPZZOTKIPGMW-UHFFFAOYSA-N,CHEMBL3337829,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(-c3cn[nH]c3-c3ccccc3)cc2N1,CCC(C)(C)CC1CC(C)C(C2CCC3CCC(C)CC3C2)C1C1CCC(C)CC1,C1CCC(C2CCCC2C2CCC3CCCCC3C2)CC1
102,1976417,IC50,7.89,13.0,NC(=O)Nc1cc(CCc2ccccc2C(F)(F)F)ccn1,FJYVFPUQYHIRKW-UHFFFAOYSA-N,CHEMBL3643686,48,Mineralocorticoid receptor ,1,c1ccc(CCc2ccncc2)cc1,CC(C)CC1CCCC(CCC2CCCCC2C(C)(C)C)C1,C1CCC(CCC2CCCCC2)CC1
103,1792325,IC50,7.875,10.0,Cc1nn(CCC(C)(F)F)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,AXLNGHICNRTHMP-UHFFFAOYSA-N,CHEMBL3337831,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(-c3cn[nH]c3-c3ccccc3)cc2N1,CC1CCC(C2C(CCC(C)(C)C)CC(C)C2C2CCC3CCC(C)CC3C2)CC1,C1CCC(C2CCCC2C2CCC3CCCCC3C2)CC1
104,1976378,IC50,7.21,62.0,NC(=O)Nc1cc(-c2ccnn2-c2ccc(F)cc2)ccn1,SKAABIOAKTZTRK-UHFFFAOYSA-N,CHEMBL3643648,48,Mineralocorticoid receptor ,1,c1ccc(-n2nccc2-c2ccncc2)cc1,CC(C)CC1CCCC(C2CCCC2C2CCC(C)CC2)C1,C1CCC(C2CCCC2C2CCCCC2)CC1
105,687122,IC50,7.11,78.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)C)C1c1ccc(F)cc1Cl,FDLCIYZIINMSOA-UHFFFAOYSA-N,CHEMBL1215260,48,Mineralocorticoid receptor ,1,C1=CC(c2ccccc2)C=CN1,CCC(C)C1C(C)CC(C)C(C(C)CC(C)(C)C)C1C1CCC(C)CC1C,C1CCC(C2CCCCC2)CC1
106,1269848,IC50,7.44,36.0,O=C1COc2ccc(C3=Nn4ccnc4SC3c3ccccc3)cc2N1,LPNILISJTWTRLC-UHFFFAOYSA-N,CHEMBL1928877,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(C3=Nn4ccnc4SC3c3ccccc3)cc2N1,CC1CCC2CCC(C3CC4CCCC4CC3C3CCCCC3)CC2C1,C1CCC(C2CC3CCCC3CC2C2CCC3CCCCC3C2)CC1
107,2074429,IC50,7.72,19.0,CN1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,DADKNPLCFNNWII-OEAKJJBVSA-N,CHEMBL3774871,48,Mineralocorticoid receptor ,1,O=C1Nc2cc(C=C3c4ccccc4COc4ccccc43)ccc2C12CCNCC2,CC1CCC2(CC1)C(C)CC1CC(CC3C4CCCCC4CCC4CC(C)CCC43)CCC12,C1CCC2(CC1)CCC1CC(CC3C4CCCCC4CCC4CCCCC43)CCC12
108,686988,IC50,7.28,52.0,N#Cc1ccc(N2N=C(c3ccc(C(=O)O)c(F)c3)C[C@@H]2C2CCCC2)cc1Cl,YZEPABWVYWBIKG-OAQYLSRUSA-N,CHEMBL1215128,48,Mineralocorticoid receptor ,1,c1ccc(C2=NN(c3ccccc3)C(C3CCCC3)C2)cc1,CCC1CCC(C2CC(C3CCC(C(C)C)C(C)C3)CC2C2CCCC2)CC1C,C1CCC(C2CC(C3CCCCC3)C(C3CCCC3)C2)CC1
109,1572049,IC50,7.43,37.0,COc1cc(CNC(=O)[C@@]2(Cc3ccccc3)OC(=O)N([C@H](C)c3ccc(F)cc3)C2=O)cc(OC)c1,LCWHUFJOBFUPHF-KWMCUTETSA-N,CHEMBL2407644,48,Mineralocorticoid receptor ,1,O=C1OC(Cc2ccccc2)(C(=O)NCc2ccccc2)C(=O)N1Cc1ccccc1,CCC1CC(CC)CC(CCC(C)C2(CC3CCCCC3)CC(C)C(C(C)C3CCC(C)CC3)C2C)C1,C1CCC(CCCC2(CC3CCCCC3)CCC(CC3CCCCC3)C2)CC1
110,687058,IC50,7.905,6.0,CCOc1cc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,JGKCAKXTJGJFBV-JOCHJYFZSA-N,CHEMBL1215197,48,Mineralocorticoid receptor ,1,c1ccc(C2=NN(c3ccccc3)C(C3CCCC3)C2)cc1,CCCC1CC(C2CC(C3CCCC3)C(C3CCC(CC)C(C)C3)C2)CCC1C(C)C,C1CCC(C2CC(C3CCCCC3)C(C3CCCC3)C2)CC1
111,1572052,IC50,7.48,33.0,COc1cc(CNC(=O)[C@@]2(Cc3ccccc3)OC(=O)N([C@@H]3CCc4ccccc43)C2=O)cc(OC)c1,VUCMAAXWLOSQPX-VAVYLYDRSA-N,CHEMBL2407647,48,Mineralocorticoid receptor ,1,O=C1OC(Cc2ccccc2)(C(=O)NCc2ccccc2)C(=O)N1C1CCc2ccccc21,CCC1CC(CC)CC(CCC(C)C2(CC3CCCCC3)CC(C)C(C3CCC4CCCCC43)C2C)C1,C1CCC(CCCC2(CC3CCCCC3)CCC(C3CCC4CCCCC43)C2)CC1
112,2025575,IC50,7.42,38.0,CC[C@]12CC[C@H]3[C@@H]([C@H](C)CC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@]21C=CCO1,FXOBRTHYLJLPSC-NLQREHEDSA-N,CHEMBL3692353,48,Mineralocorticoid receptor ,1,O=C1C=C2CCC3C(CCC4C3CCC43C=CCO3)C2CC1,CCC12CCC3C4CCC(C)CC4CC(C)C3C1CCC21CCCC1,C1CCC2C(C1)CCC1C2CCC2C1CCC21CCCC1
113,1270014,IC50,7.54,12.0,Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1cc(Cl)c2c(c1)NC(=O)CO2,WDYCDBMOJVBUFD-UHFFFAOYSA-N,CHEMBL1929041,48,Mineralocorticoid receptor ,1,O=C1COc2ccc(-c3ccnn3-c3ccccc3)cc2N1,CC1CCC(C2CC(C(C)(C)C)CC2C2CC(C)C3CCC(C)CC3C2)C(C)C1,C1CCC(C2CCCC2C2CCC3CCCCC3C2)CC1
